date,ddr4_spot_price,ddr4_contract_price,nand_spot_price,nand_contract_price,dxi_index,ddr4_spot_price_returns,ddr4_spot_price_ma7,ddr4_spot_price_ma30,nand_spot_price_returns,nand_spot_price_ma7,nand_spot_price_ma30,ddr4_spot_contract_gap,nand_spot_contract_gap
2024-04-06 23:28:46.954006,3.53,7.05,,,,,,,,,,-3.52,
2024-04-06 23:28:46.959889,3.53,7.05,2.69,17.4,,0.0,,,,,,-3.52,-14.709999999999999
2024-04-06 23:28:46.960919,3.53,7.05,2.69,17.4,20054.0,0.0,,,0.0,,,-3.52,-14.709999999999999
2024-04-07 23:28:46.954006,3.53,7.02,2.69,17.4,20054.0,0.0,,,0.0,,,-3.4899999999999998,-14.709999999999999
2024-04-07 23:28:46.959889,3.53,7.02,2.61,17.47,20054.0,0.0,,,-0.029739776951672847,,,-3.4899999999999998,-14.86
2024-04-07 23:28:46.960919,3.53,7.02,2.61,17.47,19668.0,0.0,,,0.0,,,-3.4899999999999998,-14.86
2024-04-08 23:28:46.954006,3.57,6.99,2.61,17.47,19668.0,0.011331444759206777,3.5357142857142856,,0.0,,,-3.4200000000000004,-14.86
2024-04-08 23:28:46.959889,3.57,6.99,2.66,17.52,19668.0,0.0,3.5414285714285714,,0.019157088122605526,2.6514285714285712,,-3.4200000000000004,-14.86
2024-04-08 23:28:46.960919,3.57,6.99,2.66,17.52,19787.0,0.0,3.5471428571428567,,0.0,2.6471428571428572,,-3.4200000000000004,-14.86
2024-04-09 23:28:46.954006,3.68,6.97,2.66,17.52,19787.0,0.0308123249299721,3.568571428571428,,0.0,2.642857142857143,,-3.2899999999999996,-14.86
2024-04-09 23:28:46.959889,3.68,6.97,2.68,17.57,19787.0,0.0,3.59,,0.007518796992481258,2.641428571428571,,-3.2899999999999996,-14.89
2024-04-09 23:28:46.960919,3.68,6.97,2.68,17.57,19596.0,0.0,3.6114285714285717,,0.0,2.6514285714285717,,-3.2899999999999996,-14.89
2024-04-10 23:28:46.954006,3.67,6.95,2.68,17.57,19596.0,-0.0027173913043478937,3.6314285714285712,,0.0,2.661428571428572,,-3.2800000000000002,-14.89
2024-04-10 23:28:46.959889,3.67,6.95,2.67,17.61,19596.0,0.0,3.6457142857142855,,-0.003731343283582156,2.6700000000000004,,-3.2800000000000002,-14.94
2024-04-10 23:28:46.960919,3.67,6.95,2.67,17.61,19442.0,0.0,3.66,,0.0,2.6714285714285717,,-3.2800000000000002,-14.94
2024-04-11 23:28:46.954006,3.65,6.93,2.67,17.61,19442.0,-0.00544959128065392,3.6714285714285717,,0.0,2.672857142857143,,-3.28,-14.94
2024-04-11 23:28:46.959889,3.65,6.93,2.68,17.63,19442.0,0.0,3.6671428571428573,,0.0037453183520599342,2.6757142857142857,,-3.28,-14.95
2024-04-11 23:28:46.960919,3.65,6.93,2.68,17.63,19615.0,0.0,3.6628571428571424,,0.0,2.6757142857142857,,-3.28,-14.95
2024-04-12 23:28:46.954006,3.77,6.9,2.68,17.63,19615.0,0.03287671232876721,3.6757142857142853,,0.0,2.6757142857142853,,-3.1300000000000003,-14.95
2024-04-12 23:28:46.959889,3.77,6.9,2.71,17.68,19615.0,0.0,3.6900000000000004,,0.011194029850746245,2.6799999999999997,,-3.1300000000000003,-14.969999999999999
2024-04-12 23:28:46.960919,3.77,6.9,2.71,17.68,19985.0,0.0,3.704285714285714,,0.0,2.685714285714286,,-3.1300000000000003,-14.969999999999999
2024-04-13 23:28:46.954006,3.82,6.88,2.71,17.68,19985.0,0.013262599469495928,3.725714285714286,,0.0,2.6914285714285713,,-3.06,-14.969999999999999
2024-04-13 23:28:46.959889,3.82,6.88,2.68,17.74,19985.0,0.0,3.75,,-0.011070110701106972,2.692857142857143,,-3.06,-15.059999999999999
2024-04-13 23:28:46.960919,3.82,6.88,2.68,17.74,19993.0,0.0,3.774285714285714,,0.0,2.692857142857143,,-3.06,-15.059999999999999
2024-04-14 23:28:46.954006,3.79,6.86,2.68,17.74,19993.0,-0.007853403141361182,3.7942857142857145,,0.0,2.692857142857143,,-3.0700000000000003,-15.059999999999999
2024-04-14 23:28:46.959889,3.79,6.86,2.64,17.81,19993.0,0.0,3.7971428571428567,,-0.014925373134328401,2.6871428571428573,,-3.0700000000000003,-15.169999999999998
2024-04-14 23:28:46.960919,3.79,6.86,2.64,17.81,20088.0,0.0,3.8,,0.0,2.6771428571428575,,-3.0700000000000003,-15.169999999999998
2024-04-15 23:28:46.954006,3.83,6.83,2.64,17.81,20088.0,0.01055408970976246,3.8085714285714287,,0.0,2.6671428571428573,,-3.0,-15.169999999999998
2024-04-15 23:28:46.959889,3.83,6.83,2.66,17.9,20088.0,0.0,3.8099999999999996,,0.007575757575757569,2.66,,-3.0,-15.239999999999998
2024-04-15 23:28:46.960919,3.83,6.83,2.66,17.9,20610.0,0.0,3.811428571428572,3.6839999999999997,0.0,2.6571428571428575,,-3.0,-15.239999999999998
2024-04-16 23:28:46.954006,3.8,6.82,2.66,17.9,20610.0,-0.007832898172323799,3.8085714285714287,3.6929999999999996,0.0,2.6542857142857144,2.668,-3.0200000000000005,-15.239999999999998
2024-04-16 23:28:46.959889,3.8,6.82,2.6,17.95,20610.0,0.0,3.8099999999999996,3.702,-0.022556390977443663,2.642857142857143,2.665,-3.0200000000000005,-15.35
2024-04-16 23:28:46.960919,3.8,6.82,2.6,17.95,20688.0,0.0,3.8114285714285714,3.711,0.0,2.6371428571428575,2.6620000000000004,-3.0200000000000005,-15.35
2024-04-17 23:28:46.954006,3.76,6.8,2.6,17.95,20688.0,-0.010526315789473717,3.807142857142857,3.718666666666666,0.0,2.6314285714285717,2.6590000000000003,-3.04,-15.35
2024-04-17 23:28:46.959889,3.76,6.8,2.63,17.99,20688.0,0.0,3.7971428571428567,3.7263333333333333,0.011538461538461497,2.63,2.6596666666666664,-3.04,-15.36
2024-04-17 23:28:46.960919,3.76,6.8,2.63,17.99,21515.0,0.0,3.787142857142857,3.7340000000000004,0.0,2.6257142857142854,2.6603333333333334,-3.04,-15.36
2024-04-18 23:28:46.954006,3.78,6.78,2.63,17.99,21515.0,0.005319148936170137,3.78,3.7409999999999997,0.0,2.621428571428571,2.661,-3.0000000000000004,-15.36
2024-04-18 23:28:46.959889,3.78,6.78,2.53,18.02,21515.0,0.0,3.777142857142857,3.7479999999999998,-0.03802281368821292,2.6028571428571428,2.6566666666666667,-3.0000000000000004,-15.49
2024-04-18 23:28:46.960919,3.78,6.78,2.53,18.02,21702.0,0.0,3.774285714285714,3.755,0.0,2.5928571428571425,2.6523333333333334,-3.0000000000000004,-15.49
2024-04-19 23:28:46.954006,3.64,6.76,2.53,18.02,21702.0,-0.03703703703703698,3.7514285714285713,3.7536666666666667,0.0,2.5828571428571427,2.6480000000000006,-3.1199999999999997,-15.49
2024-04-19 23:28:46.959889,3.64,6.76,2.6,18.02,21702.0,0.0,3.7342857142857144,3.752333333333333,0.027667984189723382,2.5828571428571427,2.6453333333333333,-3.1199999999999997,-15.42
2024-04-19 23:28:46.960919,3.64,6.76,2.6,18.02,21140.0,0.0,3.717142857142857,3.751,0.0,2.5785714285714283,2.6426666666666665,-3.1199999999999997,-15.42
2024-04-20 23:28:46.954006,3.52,6.75,2.6,18.02,21140.0,-0.03296703296703296,3.682857142857143,3.746,0.0,2.5742857142857143,2.64,-3.23,-15.42
2024-04-20 23:28:46.959889,3.52,6.75,2.64,18.07,21140.0,0.0,3.6457142857142855,3.741,0.01538461538461533,2.575714285714286,2.6390000000000002,-3.23,-15.43
2024-04-20 23:28:46.960919,3.52,6.75,2.64,18.07,21384.0,0.0,3.608571428571428,3.7359999999999998,0.0,2.5914285714285716,2.638,-3.23,-15.43
2024-04-21 23:28:46.954006,3.48,6.73,2.64,18.07,21384.0,-0.011363636363636354,3.565714285714286,3.7303333333333333,0.0,2.607142857142857,2.637,-3.2500000000000004,-15.43
2024-04-21 23:28:46.959889,3.48,6.73,2.67,18.11,21384.0,0.0,3.542857142857143,3.724666666666667,0.011363636363636243,2.6271428571428572,2.636666666666667,-3.2500000000000004,-15.44
2024-04-21 23:28:46.960919,3.48,6.73,2.67,18.11,21512.0,0.0,3.52,3.719,0.0,2.6371428571428575,2.636333333333333,-3.2500000000000004,-15.44
2024-04-22 23:28:46.954006,3.41,6.72,2.67,18.11,21512.0,-0.02011494252873558,3.487142857142857,3.707,0.0,2.6471428571428572,2.636,-3.3099999999999996,-15.44
2024-04-22 23:28:46.959889,3.41,6.72,2.74,18.13,21512.0,0.0,3.4714285714285715,3.6950000000000003,0.02621722846441954,2.6671428571428573,2.637,-3.3099999999999996,-15.389999999999999
2024-04-22 23:28:46.960919,3.41,6.72,2.74,18.13,21937.0,0.0,3.455714285714286,3.683,0.0,2.6814285714285715,2.638,-3.3099999999999996,-15.389999999999999
2024-04-23 23:28:46.954006,3.43,6.69,2.74,18.13,21937.0,0.0058651026392961825,3.442857142857143,3.67,0.0,2.6957142857142857,2.6390000000000002,-3.2600000000000002,-15.389999999999999
2024-04-23 23:28:46.959889,3.43,6.69,2.86,18.16,21937.0,0.0,3.435714285714286,3.6569999999999996,0.04379562043795615,2.7271428571428573,2.645,-3.2600000000000002,-15.3
2024-04-23 23:28:46.960919,3.43,6.69,2.86,18.16,22165.0,0.0,3.4285714285714284,3.644,0.0,2.7542857142857144,2.6510000000000002,-3.2600000000000002,-15.3
2024-04-24 23:28:46.954006,3.37,6.66,2.86,18.16,22165.0,-0.017492711370262426,3.412857142857143,3.63,0.0,2.781428571428571,2.6570000000000005,-3.29,-15.3
2024-04-24 23:28:46.959889,3.37,6.66,2.95,18.21,22165.0,0.0,3.4071428571428575,3.616,0.03146853146853168,2.8214285714285716,2.667333333333333,-3.29,-15.260000000000002
2024-04-24 23:28:46.960919,3.37,6.66,2.95,18.21,22125.0,0.0,3.4014285714285717,3.602,0.0,2.8514285714285714,2.6776666666666666,-3.29,-15.260000000000002
2024-04-25 23:28:46.954006,3.28,6.63,2.95,18.21,22125.0,-0.02670623145400597,3.382857142857143,3.583666666666667,0.0,2.8814285714285717,2.688,-3.35,-15.260000000000002
2024-04-25 23:28:46.959889,3.28,6.63,2.82,18.26,22125.0,0.0,3.3614285714285717,3.5653333333333332,-0.044067796610169574,2.892857142857143,2.6933333333333334,-3.35,-15.440000000000001
2024-04-25 23:28:46.960919,3.28,6.63,2.82,18.26,21728.0,0.0,3.34,3.5469999999999997,0.0,2.8871428571428575,2.698666666666667,-3.35,-15.440000000000001
2024-04-26 23:28:46.954006,3.38,6.61,2.82,18.26,21728.0,0.030487804878048808,3.332857142857143,3.5330000000000004,0.0,2.8814285714285717,2.7039999999999997,-3.2300000000000004,-15.440000000000001
2024-04-26 23:28:46.959889,3.38,6.61,2.74,18.31,21728.0,0.0,3.334285714285714,3.5189999999999997,-0.028368794326240954,2.8642857142857143,2.708666666666667,-3.2300000000000004,-15.569999999999999
2024-04-26 23:28:46.960919,3.38,6.61,2.74,18.31,21666.0,0.0,3.3357142857142854,3.505,0.0,2.834285714285715,2.713333333333333,-3.2300000000000004,-15.569999999999999
2024-04-27 23:28:46.954006,3.36,6.58,2.74,18.31,21666.0,-0.00591715976331364,3.3342857142857136,3.4916666666666667,0.0,2.8042857142857143,2.7179999999999995,-3.22,-15.569999999999999
2024-04-27 23:28:46.959889,3.36,6.58,2.71,18.34,21666.0,0.0,3.3457142857142856,3.478333333333333,-0.010948905109489093,2.77,2.720666666666667,-3.22,-15.629999999999999
2024-04-27 23:28:46.960919,3.36,6.58,2.71,18.34,21398.0,0.0,3.357142857142857,3.4649999999999994,0.0,2.7542857142857144,2.723333333333333,-3.22,-15.629999999999999
2024-04-28 23:28:46.954006,3.37,6.56,2.71,18.34,21398.0,0.0029761904761904656,3.37,3.451333333333333,0.0,2.7385714285714284,2.726,-3.1899999999999995,-15.629999999999999
2024-04-28 23:28:46.959889,3.37,6.56,2.71,18.35,21398.0,0.0,3.3685714285714283,3.437666666666667,0.0,2.7228571428571433,2.7319999999999998,-3.1899999999999995,-15.64
2024-04-28 23:28:46.960919,3.37,6.56,2.71,18.35,21219.0,0.0,3.367142857142857,3.424,0.0,2.718571428571429,2.738,-3.1899999999999995,-15.64
2024-04-29 23:28:46.954006,3.28,6.54,2.71,18.35,21219.0,-0.02670623145400597,3.3528571428571428,3.412,0.0,2.7142857142857144,2.7439999999999998,-3.2600000000000002,-15.64
2024-04-29 23:28:46.959889,3.28,6.54,2.76,18.38,21219.0,0.0,3.3414285714285716,3.4,0.01845018450184499,2.717142857142857,2.7493333333333334,-3.2600000000000002,-15.62
2024-04-29 23:28:46.960919,3.28,6.54,2.76,18.38,21414.0,0.0,3.3300000000000005,3.388,0.0,2.724285714285714,2.7546666666666666,-3.2600000000000002,-15.62
2024-04-30 23:28:46.954006,3.24,6.52,2.76,18.38,21414.0,-0.012195121951219412,3.312857142857143,3.378666666666667,0.0,2.731428571428571,2.76,-3.2799999999999994,-15.62
2024-04-30 23:28:46.959889,3.24,6.52,2.72,18.42,21414.0,0.0,3.2942857142857145,3.369333333333333,-0.014492753623188248,2.7328571428571427,2.7626666666666666,-3.2799999999999994,-15.700000000000001
2024-04-30 23:28:46.960919,3.24,6.52,2.72,18.42,21965.0,0.0,3.275714285714286,3.36,0.0,2.7342857142857144,2.765333333333333,-3.2799999999999994,-15.700000000000001
2024-05-01 23:28:46.954006,3.25,6.5,2.72,18.42,21965.0,0.0030864197530864335,3.2585714285714285,3.352333333333333,0.0,2.7357142857142853,2.768,-3.25,-15.700000000000001
2024-05-01 23:28:46.959889,3.25,6.5,2.74,18.47,21965.0,0.0,3.2542857142857144,3.344666666666667,0.007352941176470562,2.7399999999999998,2.7703333333333333,-3.25,-15.729999999999999
2024-05-01 23:28:46.960919,3.25,6.5,2.74,18.47,22103.0,0.0,3.25,3.337,0.0,2.737142857142857,2.772666666666667,-3.25,-15.729999999999999
